Student_ID,Age,Gender,Faculty,Gym_Membership,Weekly_Visits,Preferred_Time,Session_Duration_Minutes,Satisfaction_Score,Wait_Time_Acceptable_Minutes,Crowding_Main_Concern
1054,24,Male,Engineering,Yes,2,12-3PM,70,6.8,15,No
1055,21,Female,Architecture,Yes,2,6-9PM,61,8.1,2,No
1056,24,Male,Engineering,Yes,1,3-6PM,68,7.5,8,Yes
1057,18,Male,Basic Sciences,Yes,0,3-6PM,89,9,4,Yes
1058,19,Male,Architecture,Yes,4,3-6PM,110,6.1,10,Yes
1059,18,Male,Basic Sciences,Yes,4,6-9PM,59,6.2,2,Yes
1060,19,Female,Basic Sciences,No,4,6-9PM,77,4.8,9,Yes
1061,20,Male,Management,Yes,2,12-3PM,83,6.2,5,No
1062,19,Female,Computer & Communication Sciences,Yes,3,12-3PM,50,8.2,5,No
1063,23,Male,Architecture,Yes,0,3-6PM,76,8.7,2,Yes
1064,20,Male,Architecture,Yes,2,3-6PM,38,8.2,6,Yes
1065,19,Male,Architecture,Yes,1,9-12PM,31,4.1,12,Yes
1066,21,Male,Engineering,Yes,2,6-9PM,84,8.4,8,Yes
1067,18,Male,Basic Sciences,No,2,3-6PM,65,4,11,Yes
1068,23,Male,Engineering,Yes,0,12-3PM,80,8.1,15,Yes
1069,18,Female,Basic Sciences,Yes,2,6-9AM,75,6.2,9,No
1070,26,Male,Basic Sciences,Yes,3,9-12PM,51,7.9,6,Yes
1071,23,Female,Engineering,Yes,2,9-11PM,74,4.8,10,No
1072,19,Female,Management,Yes,0,12-3PM,44,8.6,6,Yes
1073,18,Female,Computer & Communication Sciences,No,1,9-12PM,110,4.6,6,Yes
1074,23,Male,Life Sciences,Yes,1,3-6PM,41,5.8,2,No
1075,22,Male,Basic Sciences,Yes,1,12-3PM,70,5.3,12,No
1076,22,Male,Computer & Communication Sciences,Yes,2,6-9AM,49,4.2,6,Yes
1077,23,Male,Engineering,Yes,2,12-3PM,89,6.9,9,Yes
1078,18,Other,Life Sciences,Yes,3,3-6PM,67,9.5,4,No
1079,20,Male,Engineering,No,2,3-6PM,62,10,10,Yes
1080,18,Male,Life Sciences,Yes,3,12-3PM,96,6.9,5,Yes
1081,24,Female,Engineering,No,1,12-3PM,76,8.5,7,Yes
1082,21,Female,Computer & Communication Sciences,Yes,2,9-11PM,88,7.1,12,No
1083,20,Female,Computer & Communication Sciences,No,3,12-3PM,50,7.5,11,No
1084,18,Male,Engineering,Yes,1,9-12PM,40,6.3,8,No
1085,19,Male,Basic Sciences,Yes,0,9-12PM,78,7.1,1,Yes
1086,19,Male,Management,Yes,4,3-6PM,67,7.6,20,Yes
1087,22,Male,Basic Sciences,No,2,6-9PM,91,5.9,15,Yes
1088,22,Male,Computer & Communication Sciences,Yes,3,9-12PM,73,6.7,11,No
1089,24,Male,Architecture,Yes,0,6-9PM,80,6.7,5,Yes
1090,20,Male,Basic Sciences,Yes,3,6-9AM,34,8,8,Yes
1091,18,Male,Engineering,No,1,12-3PM,122,5.2,6,Yes
1092,22,Male,Engineering,Yes,0,6-9PM,71,6.7,13,Yes
1093,23,Female,Life Sciences,No,2,12-3PM,92,9.7,9,No
1094,21,Female,Basic Sciences,Yes,1,3-6PM,54,8.5,5,Yes
1095,23,Female,Basic Sciences,Yes,2,9-12PM,83,8.8,6,No
1096,21,Male,Basic Sciences,Yes,0,6-9PM,42,6.8,12,Yes
1097,21,Male,Architecture,No,0,6-9AM,86,7.3,14,No
1098,20,Male,Computer & Communication Sciences,Yes,1,6-9PM,66,8.3,14,No
1099,18,Female,Management,No,0,9-12PM,76,9.1,11,Yes
1100,18,Female,Basic Sciences,Yes,4,6-9PM,92,3.9,7,No
1101,18,Male,Computer & Communication Sciences,Yes,0,12-3PM,44,4.8,0,Yes
1102,22,Female,Life Sciences,Yes,2,6-9PM,58,8.8,9,No
1103,19,Male,Architecture,Yes,0,12-3PM,86,6.4,8,No
1104,21,Female,Management,No,1,9-11PM,127,5.8,9,No
1105,24,Female,Engineering,No,4,9-12PM,72,4.9,8,Yes
1106,19,Female,Engineering,No,0,9-12PM,90,6,3,Yes
1107,20,Female,Computer & Communication Sciences,No,5,3-6PM,72,4.7,10,Yes
1108,23,Female,Basic Sciences,Yes,1,6-9AM,124,9.9,11,Yes
1109,19,Male,Computer & Communication Sciences,Yes,3,9-12PM,31,6.8,11,No
1110,18,Female,Computer & Communication Sciences,No,2,9-11PM,77,6.7,12,No
1111,19,Male,Engineering,Yes,4,9-11PM,34,7.7,10,No
1112,19,Female,Computer & Communication Sciences,No,2,12-3PM,30,8.2,6,Yes
1113,24,Female,Basic Sciences,No,2,9-11PM,82,8.2,8,No
1114,23,Female,Basic Sciences,Yes,1,3-6PM,78,8.4,8,No
1115,22,Male,Architecture,No,0,9-12PM,68,5.9,8,No
1116,24,Female,Computer & Communication Sciences,Yes,4,6-9PM,72,6.4,12,Yes
1117,23,Female,Engineering,Yes,1,6-9PM,152,8,11,Yes
1118,19,Female,Basic Sciences,Yes,2,9-11PM,69,6,16,Yes
1119,24,Male,Life Sciences,Yes,3,9-12PM,88,6.8,17,Yes
1120,21,Male,Life Sciences,Yes,2,6-9PM,59,7.4,8,Yes
1121,23,Male,Life Sciences,Yes,5,6-9AM,82,8,0,No
1122,24,Male,Engineering,No,3,6-9AM,69,4.1,13,Yes
1123,19,Female,Engineering,No,2,6-9AM,65,7.9,6,Yes
1124,18,Male,Basic Sciences,Yes,4,9-11PM,120,6.4,5,Yes
1125,19,Female,Life Sciences,Yes,0,6-9PM,104,7.9,6,No
1126,20,Male,Engineering,No,1,6-9PM,78,8,6,No
1127,23,Male,Engineering,Yes,2,3-6PM,30,9.2,10,No
1128,24,Female,Management,Yes,1,12-3PM,66,8.8,2,Yes
1129,18,Female,Engineering,Yes,3,9-12PM,143,8.8,4,Yes
1130,21,Male,Management,Yes,4,9-12PM,69,9,9,No
1131,20,Female,Life Sciences,Yes,2,12-3PM,103,7.2,10,Yes
1132,19,Female,Computer & Communication Sciences,No,2,6-9PM,111,6.8,11,Yes
1133,18,Male,Engineering,Yes,5,3-6PM,80,8.1,5,Yes
1134,20,Other,Engineering,Yes,2,6-9AM,54,7.9,4,Yes
1135,25,Female,Life Sciences,Yes,2,6-9AM,30,6.3,6,Yes
1136,19,Female,Computer & Communication Sciences,Yes,2,6-9AM,92,7.4,9,Yes
1137,21,Male,Life Sciences,Yes,4,12-3PM,55,6.7,14,Yes
1138,22,Female,Engineering,No,2,9-11PM,79,5.5,0,Yes
1139,20,Male,Life Sciences,No,3,3-6PM,44,8.7,7,Yes
1140,26,Male,Life Sciences,Yes,3,6-9PM,68,6.9,3,Yes
1141,25,Male,Architecture,No,2,3-6PM,76,9.9,1,Yes
1142,19,Male,Life Sciences,No,2,12-3PM,82,4.4,12,Yes
1143,21,Female,Computer & Communication Sciences,No,3,6-9AM,47,6,10,Yes
1144,19,Female,Architecture,Yes,2,6-9PM,105,6.8,10,Yes
1145,19,Female,Engineering,Yes,3,6-9PM,60,8.5,12,Yes
1146,18,Male,Basic Sciences,Yes,5,9-12PM,33,7.4,6,Yes
1147,21,Male,Engineering,Yes,2,3-6PM,72,7.3,6,Yes
1148,21,Male,Basic Sciences,Yes,3,3-6PM,76,5.1,17,No
1149,18,Other,Basic Sciences,Yes,3,3-6PM,79,5.1,7,Yes
1150,19,Male,Engineering,No,3,9-11PM,109,7.3,11,Yes
1151,24,Female,Engineering,No,2,3-6PM,69,4.8,8,Yes
1152,19,Female,Engineering,No,0,3-6PM,72,6,1,No
1153,18,Male,Life Sciences,Yes,2,6-9AM,47,7.6,0,Yes
1154,20,Female,Computer & Communication Sciences,No,3,6-9AM,96,5.3,6,Yes
1155,26,Male,Engineering,Yes,2,9-12PM,80,9.2,12,Yes
1156,19,Female,Management,Yes,3,6-9AM,64,8.6,11,No
1157,22,Female,Basic Sciences,Yes,2,6-9PM,30,4.4,12,No
1158,23,Male,Engineering,Yes,2,6-9PM,111,5.4,4,Yes
1159,19,Male,Engineering,Yes,1,9-12PM,44,3.4,14,Yes
1160,22,Female,Basic Sciences,No,3,6-9PM,60,5.6,4,Yes
1161,20,Female,Life Sciences,Yes,2,9-12PM,84,7.9,9,No
1162,22,Male,Life Sciences,No,1,12-3PM,45,6.2,8,Yes
1163,22,Female,Engineering,Yes,1,9-12PM,38,7.5,7,Yes
1164,21,Female,Engineering,Yes,3,12-3PM,30,4.5,13,No
1165,18,Female,Basic Sciences,Yes,2,9-12PM,93,8,5,No
1166,23,Male,Engineering,Yes,1,3-6PM,61,6,3,No
1167,19,Female,Engineering,Yes,5,12-3PM,148,6.8,8,No
1168,19,Female,Engineering,Yes,3,9-11PM,50,6.7,6,No
1169,18,Male,Life Sciences,Yes,5,6-9AM,52,4.9,22,Yes
1170,21,Male,Computer & Communication Sciences,Yes,2,9-12PM,61,5.1,11,No
1171,22,Female,Basic Sciences,Yes,2,6-9AM,81,8.3,6,No
1172,18,Male,Computer & Communication Sciences,No,4,3-6PM,63,7.4,4,Yes
1173,21,Female,Engineering,Yes,2,6-9AM,90,8.4,0,Yes
1174,19,Male,Basic Sciences,No,3,6-9PM,51,7.3,4,No
1175,22,Male,Engineering,Yes,1,3-6PM,40,7,8,Yes
1176,19,Female,Architecture,No,2,3-6PM,30,4.2,14,No
1177,22,Male,Management,No,0,3-6PM,30,6.4,12,Yes
1178,20,Male,Architecture,Yes,1,9-12PM,62,6.8,9,Yes
1179,25,Male,Basic Sciences,Yes,0,9-12PM,67,9.7,7,Yes
1180,18,Female,Architecture,No,0,12-3PM,59,7.8,9,Yes
1181,20,Male,Engineering,Yes,5,3-6PM,106,9.1,6,Yes
1182,18,Male,Computer & Communication Sciences,Yes,1,9-12PM,106,7.7,15,Yes
1183,24,Female,Basic Sciences,Yes,3,6-9AM,67,5.7,7,Yes
1184,24,Male,Basic Sciences,No,3,9-11PM,30,7,8,Yes
1185,19,Female,Architecture,No,2,6-9AM,61,7.2,0,Yes
1186,22,Male,Architecture,Yes,0,6-9PM,60,5.4,7,Yes
1187,23,Female,Engineering,Yes,3,6-9PM,59,6.2,11,No
1188,21,Male,Life Sciences,Yes,2,9-12PM,58,6.5,4,Yes
1189,21,Female,Engineering,Yes,3,9-12PM,59,9.2,5,Yes
1190,19,Male,Life Sciences,No,3,9-12PM,65,3.7,11,Yes
1191,18,Male,Computer & Communication Sciences,Yes,5,6-9PM,59,8.6,2,Yes
1192,24,Male,Life Sciences,Yes,2,3-6PM,80,5.4,12,Yes
1193,24,Male,Architecture,Yes,2,6-9PM,84,4.7,6,Yes
1194,22,Male,Basic Sciences,No,2,9-11PM,52,8.6,6,No
1195,20,Male,Engineering,Yes,0,6-9PM,107,7.9,4,No
1196,20,Female,Life Sciences,Yes,4,9-12PM,50,8.7,10,No
1197,22,Male,Engineering,Yes,0,9-12PM,35,8,18,Yes
1198,24,Male,Basic Sciences,Yes,1,6-9PM,85,9.9,11,Yes
1199,24,Female,Engineering,Yes,3,9-12PM,55,7.6,5,Yes
1200,23,Female,Engineering,Yes,2,6-9AM,83,6.6,13,Yes
1201,22,Male,Architecture,Yes,2,6-9PM,30,7.3,7,No
1202,18,Male,Engineering,No,2,12-3PM,110,8.7,13,Yes
1203,19,Male,Life Sciences,No,3,9-11PM,92,5.6,11,Yes
1204,24,Female,Engineering,No,2,6-9PM,37,5.8,0,Yes
1205,21,Female,Engineering,Yes,4,6-9AM,38,6.3,4,No
1206,18,Male,Basic Sciences,No,0,9-11PM,117,3.6,12,No
1207,18,Female,Engineering,Yes,3,9-12PM,57,7,9,Yes
1208,22,Female,Engineering,Yes,3,12-3PM,54,4,4,No
1209,18,Female,Life Sciences,Yes,1,12-3PM,30,6.9,5,Yes
1210,19,Female,Engineering,Yes,2,6-9AM,66,8.1,0,No
1211,21,Male,Computer & Communication Sciences,No,0,3-6PM,69,6.1,8,No
1212,22,Male,Engineering,Yes,3,9-12PM,93,9.3,17,No
1213,22,Male,Engineering,Yes,2,12-3PM,40,4.6,11,Yes
1214,19,Male,Life Sciences,Yes,2,12-3PM,37,8.6,17,Yes
1215,22,Female,Engineering,Yes,1,6-9PM,86,7.8,12,Yes
1216,19,Female,Engineering,Yes,1,6-9PM,100,4.2,12,Yes
1217,19,Male,Basic Sciences,Yes,0,9-12PM,36,10,16,No
1218,22,Male,Engineering,No,1,12-3PM,102,6.7,10,Yes
1219,22,Male,Computer & Communication Sciences,No,2,12-3PM,76,5.5,7,Yes
1220,23,Female,Engineering,Yes,3,9-12PM,102,4.7,12,No
1221,22,Male,Life Sciences,Yes,3,6-9PM,73,6.5,14,Yes
1222,21,Male,Computer & Communication Sciences,Yes,2,6-9PM,30,6.6,6,Yes
1223,18,Male,Basic Sciences,No,5,9-12PM,71,7,5,Yes
1224,20,Male,Computer & Communication Sciences,Yes,3,12-3PM,102,6.4,9,Yes
1225,19,Other,Basic Sciences,Yes,4,6-9AM,53,7.7,11,Yes
1226,19,Female,Management,Yes,2,3-6PM,65,6.2,11,No
1227,26,Male,Engineering,Yes,1,9-12PM,71,3.9,2,Yes
1228,20,Female,Life Sciences,Yes,0,9-11PM,30,6.6,16,No
1229,24,Female,Basic Sciences,No,3,6-9PM,117,3.2,5,Yes
1230,22,Female,Basic Sciences,Yes,0,12-3PM,52,7.3,7,Yes
1231,23,Male,Architecture,Yes,1,3-6PM,88,5.3,4,Yes
1232,21,Male,Life Sciences,No,2,9-11PM,73,7,19,Yes
1233,21,Male,Engineering,No,2,3-6PM,106,8.8,9,Yes
1234,21,Female,Engineering,Yes,2,9-12PM,85,5.4,5,Yes
1235,19,Male,Life Sciences,Yes,0,12-3PM,69,8.4,11,Yes
1236,22,Male,Architecture,Yes,2,6-9PM,53,6.1,11,Yes
1237,19,Male,Management,No,2,3-6PM,95,9.4,7,Yes
1238,18,Female,Life Sciences,Yes,5,6-9PM,30,6.3,11,Yes
1239,22,Male,Management,No,3,6-9PM,91,5.5,5,No
1240,19,Female,Life Sciences,No,4,6-9PM,48,7.8,6,No
1241,25,Female,Engineering,Yes,3,9-11PM,106,6.1,0,Yes
1242,25,Male,Engineering,Yes,2,6-9AM,79,5.5,3,Yes
1243,24,Female,Life Sciences,Yes,1,3-6PM,91,6.1,15,No
1244,20,Male,Architecture,Yes,3,6-9PM,77,6.7,15,Yes
1245,18,Female,Engineering,Yes,2,6-9PM,31,8.8,8,No
1246,24,Male,Basic Sciences,Yes,2,3-6PM,53,3.9,15,Yes
1247,20,Female,Management,No,2,9-12PM,92,6.8,7,No
1248,25,Female,Basic Sciences,Yes,2,6-9PM,79,7.7,7,Yes
1249,25,Female,Basic Sciences,No,2,6-9PM,105,7.1,8,No
1250,24,Female,Basic Sciences,Yes,2,6-9AM,85,8.8,8,Yes
1251,19,Male,Engineering,Yes,1,3-6PM,51,6.7,7,Yes
1252,20,Female,Basic Sciences,Yes,3,9-12PM,55,6.5,13,Yes
1253,24,Female,Basic Sciences,Yes,1,12-3PM,78,7.7,9,Yes
1254,19,Female,Engineering,No,0,6-9AM,30,6.9,11,No
1255,19,Male,Life Sciences,Yes,2,12-3PM,117,6.2,12,Yes
1256,21,Female,Basic Sciences,Yes,3,3-6PM,86,7.6,10,No
1257,25,Female,Computer & Communication Sciences,Yes,2,3-6PM,106,5.8,4,Yes
1258,22,Female,Computer & Communication Sciences,Yes,1,6-9PM,35,5.9,3,No
1259,21,Male,Engineering,Yes,2,6-9PM,106,6,9,Yes
1260,18,Female,Architecture,No,2,9-12PM,131,8.8,7,No
1261,21,Male,Basic Sciences,No,4,9-12PM,42,2,8,No
1262,27,Female,Computer & Communication Sciences,Yes,4,6-9PM,94,7.4,8,Yes
1263,18,Male,Engineering,Yes,2,9-12PM,75,6.9,18,No
1264,21,Female,Life Sciences,Yes,1,9-11PM,36,4.3,3,No
1265,24,Other,Architecture,Yes,3,6-9PM,87,7.3,0,Yes
1266,22,Male,Engineering,Yes,0,3-6PM,96,7.5,9,Yes
1267,22,Female,Engineering,Yes,2,9-11PM,60,7.7,6,Yes
1268,22,Male,Architecture,Yes,2,6-9AM,104,2.8,9,No
1269,20,Female,Life Sciences,Yes,4,12-3PM,33,8.8,10,Yes
1270,19,Female,Engineering,Yes,0,3-6PM,38,5.7,13,Yes
1271,23,Female,Architecture,Yes,2,12-3PM,78,7.8,2,Yes
1272,23,Female,Basic Sciences,Yes,3,9-11PM,76,7.9,6,Yes
1273,24,Female,Life Sciences,Yes,2,6-9AM,57,5.5,10,No
1274,24,Male,Engineering,No,0,3-6PM,95,7.8,11,No
1275,21,Male,Computer & Communication Sciences,Yes,5,3-6PM,88,6.2,17,Yes
1276,21,Female,Engineering,Yes,2,6-9PM,96,3.7,12,Yes
1277,23,Female,Basic Sciences,Yes,2,9-12PM,72,8.6,8,No
1278,22,Female,Engineering,No,1,12-3PM,90,5.6,4,Yes
1279,22,Female,Engineering,Yes,2,6-9PM,64,5.5,6,Yes
1280,23,Male,Basic Sciences,Yes,2,9-12PM,126,6.2,6,Yes
1281,24,Female,Engineering,Yes,0,6-9PM,55,7.2,11,Yes
1282,20,Male,Computer & Communication Sciences,No,0,3-6PM,128,6.7,9,Yes
1283,20,Female,Engineering,No,3,6-9PM,76,7.6,3,No
1284,18,Male,Basic Sciences,Yes,1,6-9PM,41,4.8,6,Yes
1285,21,Male,Engineering,No,1,9-12PM,109,5.7,12,No
1286,18,Male,Engineering,No,2,3-6PM,78,6.6,9,Yes
1287,20,Male,Engineering,No,3,6-9PM,96,9.6,10,Yes
1288,21,Female,Basic Sciences,Yes,0,12-3PM,106,6.6,10,No
1289,19,Male,Basic Sciences,Yes,2,9-11PM,83,8.4,15,Yes
1290,21,Male,Basic Sciences,Yes,0,3-6PM,60,6.9,9,Yes
1291,18,Male,Basic Sciences,No,0,9-12PM,99,6.1,6,Yes
1292,18,Male,Architecture,Yes,0,12-3PM,75,6.4,4,Yes
1293,23,Male,Engineering,Yes,3,9-11PM,92,6.5,9,No
1294,20,Male,Basic Sciences,Yes,0,12-3PM,30,7.7,0,Yes
1295,18,Female,Management,No,0,6-9PM,86,8.9,7,Yes
1296,21,Female,Basic Sciences,No,2,6-9PM,59,7.3,7,Yes
1297,23,Female,Life Sciences,Yes,3,12-3PM,116,8.6,3,Yes
1298,19,Male,Engineering,No,1,6-9AM,91,5.4,4,No
1299,21,Male,Life Sciences,Yes,2,6-9PM,81,6.2,11,No
1300,18,Female,Life Sciences,No,0,12-3PM,87,5.7,9,Yes
1301,18,Male,Basic Sciences,Yes,2,6-9PM,50,7.3,8,Yes
1302,21,Male,Management,Yes,2,12-3PM,116,6.3,9,Yes
1303,21,Male,Engineering,No,2,3-6PM,125,7.9,8,Yes
1304,22,Male,Engineering,Yes,2,6-9PM,85,5.4,13,No
1305,22,Male,Life Sciences,No,1,12-3PM,115,6.9,8,No
1306,26,Male,Life Sciences,Yes,0,12-3PM,61,7.8,2,Yes
1307,21,Female,Engineering,Yes,2,12-3PM,55,3.7,15,No
1308,19,Female,Engineering,Yes,0,12-3PM,76,10,9,Yes
1309,23,Female,Engineering,Yes,3,3-6PM,86,6.4,6,Yes
1310,19,Female,Engineering,Yes,5,6-9PM,65,3.8,3,Yes
1311,20,Female,Life Sciences,Yes,5,12-3PM,88,7,10,No
1312,18,Female,Basic Sciences,Yes,4,3-6PM,83,6.9,8,No
1313,18,Female,Engineering,Yes,2,6-9PM,50,6.7,14,Yes
1314,25,Male,Basic Sciences,No,3,9-12PM,88,8.3,7,Yes
1315,23,Male,Engineering,No,1,9-12PM,97,7.9,5,No
1316,22,Male,Engineering,Yes,2,9-11PM,79,7.2,12,Yes
1317,20,Female,Architecture,No,2,6-9PM,104,7.5,12,Yes
1318,19,Female,Management,Yes,2,3-6PM,45,6.6,9,No
1319,19,Male,Computer & Communication Sciences,Yes,3,3-6PM,87,9.5,11,No
1320,19,Female,Engineering,No,1,6-9AM,46,4.6,8,Yes
1321,21,Male,Computer & Communication Sciences,No,1,3-6PM,47,7,9,Yes
1322,22,Female,Life Sciences,Yes,4,3-6PM,59,6.9,13,Yes
1323,22,Male,Life Sciences,No,0,3-6PM,51,8,11,Yes
1324,19,Male,Basic Sciences,Yes,2,12-3PM,61,5.5,7,No
1325,25,Male,Basic Sciences,No,4,6-9AM,70,4.2,13,Yes
1326,22,Male,Engineering,Yes,2,9-12PM,96,7,0,No
1327,21,Male,Engineering,Yes,2,9-11PM,67,7.2,16,Yes
1328,21,Male,Engineering,Yes,1,12-3PM,35,9,1,Yes
1329,20,Female,Engineering,No,2,3-6PM,104,4.9,5,Yes
1330,19,Female,Basic Sciences,Yes,3,6-9AM,54,8.5,8,No
1331,20,Male,Life Sciences,No,2,6-9AM,74,10,7,Yes
1332,23,Female,Basic Sciences,Yes,2,6-9PM,86,6.2,12,Yes
1333,18,Female,Engineering,Yes,0,3-6PM,80,4.9,4,Yes
1334,18,Male,Management,Yes,0,3-6PM,102,6.2,9,Yes
1335,18,Male,Computer & Communication Sciences,Yes,5,9-12PM,87,6.8,6,Yes
1336,18,Male,Life Sciences,Yes,2,6-9PM,53,7.6,9,Yes
1337,24,Male,Management,Yes,2,9-12PM,129,5.9,8,Yes
1338,22,Female,Basic Sciences,Yes,0,9-12PM,80,9.1,8,Yes
1339,20,Male,Management,Yes,3,3-6PM,71,5.1,6,Yes
1340,18,Female,Engineering,Yes,4,9-12PM,99,4.2,6,Yes
1341,21,Female,Basic Sciences,No,2,9-12PM,81,8.5,9,Yes
1342,20,Male,Engineering,No,0,3-6PM,85,3.4,12,Yes
1343,19,Female,Engineering,Yes,2,6-9PM,137,6.5,6,Yes
1344,20,Male,Engineering,Yes,3,6-9PM,68,10,5,No
1345,20,Female,Architecture,Yes,2,12-3PM,67,6.8,10,Yes
1346,21,Male,Life Sciences,Yes,4,6-9AM,78,5.1,8,Yes
1347,22,Female,Architecture,Yes,2,9-12PM,102,6.7,11,Yes
1348,18,Female,Engineering,Yes,4,9-11PM,37,6.7,4,No
1349,20,Male,Life Sciences,Yes,2,3-6PM,30,7,1,No
1350,21,Female,Architecture,Yes,0,6-9PM,60,7.8,6,Yes
1351,21,Female,Basic Sciences,Yes,1,6-9AM,34,5.2,5,Yes
1352,24,Female,Life Sciences,No,1,3-6PM,64,9.3,8,Yes
1353,22,Female,Engineering,No,4,6-9AM,88,7.2,5,No
1354,19,Female,Engineering,Yes,3,3-6PM,53,7.9,11,No
1355,18,Male,Computer & Communication Sciences,Yes,3,9-11PM,39,5.9,7,Yes
1356,22,Male,Engineering,No,1,9-11PM,77,8.7,9,No
1357,18,Female,Basic Sciences,No,1,3-6PM,97,6.4,9,No
1358,21,Male,Computer & Communication Sciences,Yes,3,3-6PM,33,7.2,9,Yes
1359,25,Female,Life Sciences,Yes,2,9-11PM,96,5.4,8,Yes
1360,21,Female,Engineering,Yes,1,6-9PM,95,5.3,10,Yes
1361,20,Male,Engineering,Yes,2,6-9AM,99,7.8,5,Yes
1362,22,Male,Engineering,Yes,0,3-6PM,105,6.1,14,Yes
1363,20,Female,Architecture,Yes,1,9-12PM,130,5.5,7,Yes
1364,21,Male,Basic Sciences,Yes,2,3-6PM,66,5.8,3,No
1365,25,Female,Engineering,Yes,0,3-6PM,78,7.8,9,No
1366,20,Male,Management,No,6,3-6PM,65,5.9,5,Yes
1367,25,Female,Basic Sciences,Yes,1,12-3PM,75,6.6,11,Yes
1368,24,Male,Engineering,Yes,0,9-12PM,113,6.8,17,No
1369,19,Female,Basic Sciences,Yes,1,3-6PM,41,3.9,5,No
1370,18,Male,Life Sciences,Yes,3,6-9PM,53,4.6,9,No
1371,18,Female,Engineering,No,2,6-9PM,109,7.3,1,Yes
